SMS,BAS,Sumisip,Basilan
TBU,BAS,Tabuan-Lasa,Basilan
TPO,BAS,Tipo-Tipo,Basilan
TBR,BAS,Tuburan,Basilan
UPK,BAS,Ungkaya Pukan,Basilan
BLG,BAN,Balanga,Bataan
ABC,BAN,Abucay,Bataan
BGC,BAN,Bagac,Bataan
DNP,BAN,Dinalupihan,Bataan
HRM,BAN,Hermosa,Bataan
LMY,BAN,Limay,Bataan
MRV,BAN,Mariveles,Bataan
MRN,BAN,Morong,Bataan
ORN,BAN,Orani,Bataan
ORI,BAN,Orion,Bataan
PLR,BAN,Pilar,Bataan
SML,BAN,Samal,Bataan
BSC,BTN,Basco,Batanes
ITB,BTN,Itbayat,Batanes
IVN,BTN,Ivana,Batanes
MHT,BTN,Mahatao,Batanes
SBT,BTN,Sabtang,Batanes
UYG,BTN,Uyugan,Batanes
BTG,BTG,Batangas,Batangas
LPA,BTG,Lipa,Batangas
TNU,BTG,Tanauan,Batangas
AGC,BTG,Agoncillo,Batangas
ALT,BTG,Alitagtag,Batangas
BLY,BTG,Balayan,Batangas
BLT,BTG,Balete,Batangas
BUN,BTG,Bauan,Batangas
CLC,BTG,Calaca,Batangas
CLT,BTG,Calatagan,Batangas
CNC,BTG,Cuenca,Batangas
IBN,BTG,Ibaan,Batangas
LRL,BTG,Laurel,Batangas
LMR,BTG,Lemery,Batangas
LAN,BTG,Lian,Batangas
LOB,BTG,Lobo,Batangas
MBN,BTG,Mabini,Batangas
MVR,BTG,Malvar,Batangas
MTK,BTG,Mataasnakahoy,Batangas
NSB,BTG,Nasugbu,Batangas
PGC,BTG,Padre Garcia,Batangas
RSR,BTG,Rosario,Batangas
SNJS,BTG,San Jose,Batangas
SNJN,BTG,San Juan,Batangas
SNLS,BTG,San Luis,Batangas
SNNC,BTG,San Nicolas,Batangas
SNPS,BTG,San Pascual,Batangas
SNTR,BTG,Santa Teresita,Batangas
SNTM,BTG,Santo Tomas,Batangas
TAL,BTG,Taal,Batangas
TSY,BTG,Talisay,Batangas
TSN,BTG,Taysan,Batangas
TGY,BTG,Tingloy,Batangas
TUY,BTG,Tuy,Batangas
BGU,BEN,Baguio,Benguet
ATK,BEN,Atok,Benguet
BKN,BEN,Bakun,Benguet
BKD,BEN,Bokod,Benguet
BIU,BEN,Buguias,Benguet
ITG,BEN,Itogon,Benguet
KBY,BEN,Kabayan,Benguet
KPN,BEN,Kapangan,Benguet
KBN,BEN,Kibungan,Benguet
LTR,BEN,La Trinidad,Benguet
MNK,BEN,Mankayan,Benguet
SBN,BEN,Sablan,Benguet
TBA,BEN,Tuba,Benguet
TBL,BEN,Tublay,Benguet
ALM,BIL,Almeria,Biliran
BRN,BIL,Biliran,Biliran
CBC,BIL,Cabucgayan,Biliran
CBR,BIL,Caibiran,Biliran
CUL,BIL,Culaba,Biliran
KWY,BIL,Kawayan,Biliran
MRP,BIL,Maripipi,Biliran
NVL,BIL,Naval,Biliran
TLR,BOH,Tagbilaran,Bohol
ABQ,BOH,Alburquerque,Bohol
ALC,BOH,Alicia,Bohol
AND,BOH,Anda,Bohol
ATQ,BOH,Antequera,Bohol
BCL,BOH,Baclayon,Bohol
BLL,BOH,Balilihan,Bohol
BTN,BOH,Batuan,Bohol
BIE,BOH,Bien Unido,Bohol
BIR,BOH,Bilar,Bohol
BNV,BOH,Buenavista,Bohol
CPE,BOH,Calape,Bohol
CDJ,BOH,Candijay,Bohol
CMN,BOH,Carmen,Bohol
CTG,BOH,Catigbian,Bohol
CRN,BOH,Clarin,Bohol
CLL,BOH,Corella,Bohol
CRT,BOH,Cortes,Bohol
DGH,BOH,Dagohoy,Bohol
DNO,BOH,Danao,Bohol
DAU,BOH,Dauis,Bohol
DMO,BOH,Dimiao,Bohol
DUR,BOH,Duero,Bohol
GRH,BOH,Garcia Hernandez,Bohol
GTF,BOH,Getafe,Bohol
GND,BOH,Guindulman,Bohol
INB,BOH,Inabanga,Bohol
JGN,BOH,Jagna,Bohol
LIL,BOH,Lila,Bohol
LOY,BOH,Loay,Bohol
LBC,BOH,Loboc,Bohol
LON,BOH,Loon,Bohol
MBN,BOH,Mabini,Bohol
MBJ,BOH,Maribojoc,Bohol
PLO,BOH,Panglao,Bohol
PLR,BOH,Pilar,Bohol
PCG,BOH,President Carlos P. Garcia,Bohol
SGB,BOH,Sagbayan,Bohol
SNIS,BOH,San Isidro,Bohol
SNMG,BOH,San Miguel,Bohol
SVL,BOH,Sevilla,Bohol
SRB,BOH,Sierra Bullones,Bohol
SKT,BOH,Sikatuna,Bohol
TLB,BOH,Talibon,Bohol
TRD,BOH,Trinidad,Bohol
TBG,BOH,Tubigon,Bohol
UBY,BOH,Ubay,Bohol
VLN,BOH,Valencia,Bohol
MAY,BUK,Malaybalay,Bukidnon
VLN,BUK,Valencia,Bukidnon
BGN,BUK,Baungon,Bukidnon
CBL,BUK,Cabanglasan,Bukidnon
DMU,BUK,Damulog,Bukidnon
DCG,BUK,Dangcagan,Bukidnon
DNC,BUK,Don Carlos,Bukidnon
IMP,BUK,Impasugong,Bukidnon
KDN,BUK,Kadingilan,Bukidnon
KLL,BUK,Kalilangan,Bukidnon
KBW,BUK,Kibawe,Bukidnon
KTT,BUK,Kitaotao,Bukidnon
LTP,BUK,Lantapan,Bukidnon
LBA,BUK,Libona,Bukidnon
MLT,BUK,Malitbog,Bukidnon
MFR,BUK,Manolo Fortich,Bukidnon
MRM,BUK,Maramag,Bukidnon
PTC,BUK,Pangantucan,Bukidnon
QZN,BUK,Quezon,Bukidnon
SNFN,BUK,San Fernando,Bukidnon
SMO,BUK,Sumilao,Bukidnon
TLK,BUK,Talakag,Bukidnon
MLL,BUL,Malolos,Bulacan
MYC,BUL,Meycauayan,Bulacan
SJDM,BUL,San Jose del Monte,Bulacan
AGT,BUL,Angat,Bulacan
BTS,BUL,Balagtas,Bulacan
BUA,BUL,Baliuag,Bulacan
BUE,BUL,Bocaue,Bulacan
BKA,BUL,Bulakan,Bulacan
BUS,BUL,Bustos,Bulacan
CPT,BUL,Calumpit,Bulacan
DRT,BUL,Doña Remedios Trinidad,Bulacan
GGI,BUL,Guiguinto,Bulacan
HGN,BUL,Hagonoy,Bulacan
MRL,BUL,Marilao,Bulacan
NRZ,BUL,Norzagaray,Bulacan
OBN,BUL,Obando,Bulacan
PDI,BUL,Pandi,Bulacan
PMB,BUL,Paombong,Bulacan
PRD,BUL,Plaridel,Bulacan
PUL,BUL,Pulilan,Bulacan
SNIL,BUL,San Ildefonso,Bulacan
SNMG,BUL,San Miguel,Bulacan
SNRF,BUL,San Rafael,Bulacan
STMA,BUL,Santa Maria,Bulacan
TUG,CAG,Tuguegarao,Cagayan
ABL,CAG,Abulug,Cagayan
ACL,CAG,Alcala,Cagayan
ALP,CAG,Allacapan,Cagayan
AMU,CAG,Amulung,Cagayan
APR,CAG,Aparri,Cagayan
BGG,CAG,Baggao,Cagayan
BTR,CAG,Ballesteros,Cagayan
BGY,CAG,Buguey,Cagayan
CLY,CAG,Calayan,Cagayan
CMG,CAG,Camalaniugan,Cagayan
CLR,CAG,Claveria,Cagayan
ENR,CAG,Enrile,Cagayan
GTT,CAG,Gattaran,Cagayan
GON,CAG,Gonzaga,Cagayan
IGG,CAG,Iguig,Cagayan
LLO,CAG,Lal-lo,Cagayan
LSM,CAG,Lasam,Cagayan
PMP,CAG,Pamplona,Cagayan
PÑB,CAG,Peñablanca,Cagayan
PIT,CAG,Piat,Cagayan
RZL,CAG,Rizal,Cagayan
SMR,CAG,Sanchez-Mira,Cagayan
STAN,CAG,Santa Ana,Cagayan
SNPX,CAG,Santa Praxedes,Cagayan
STTR,CAG,Santa Teresita,Cagayan
STNÑ,CAG,Santo Niño,Cagayan
SLA,CAG,Solana,Cagayan
TUA,CAG,Tuao,Cagayan
BSD,CAN,Basud,Camarines Norte
CPL,CAN,Capalonga,Camarines Norte
DET,CAN,Daet,Camarines Norte
JPN,CAN,Jose Panganiban,Camarines Norte
LAB,CAN,Labo,Camarines Norte
MRC,CAN,Mercedes,Camarines Norte
PRC,CAN,Paracale,Camarines Norte
SNLR,CAN,San Lorenzo Ruiz,Camarines Norte
SVC,CAN,San Vicente,Camarines Norte
STEL,CAN,Santa Elena,Camarines Norte
TSY,CAN,Talisay,Camarines Norte
VNZ,CAN,Vinzons,Camarines Norte
IRG,CAS,Iriga,Camarines Sur
NAG,CAS,Naga,Camarines Sur
BAA,CAS,Baao,Camarines Sur
BTA,CAS,Balatan,Camarines Sur
BTO,CAS,Bato,Camarines Sur
BMB,CAS,Bombon,Camarines Sur
BHI,CAS,Buhi,Camarines Sur
BUL,CAS,Bula,Camarines Sur
CBS,CAS,Cabusao,Camarines Sur
CAL,CAS,Calabanga,Camarines Sur
CML,CAS,Camaligan,Camarines Sur
CNM,CAS,Canaman,Camarines Sur
CMO,CAS,Caramoan,Camarines Sur
DGG,CAS,Del Gallego,Camarines Sur
GNZ,CAS,Gainza,Camarines Sur
GRC,CAS,Garchitorena,Camarines Sur
GOA,CAS,Goa,Camarines Sur
LGY,CAS,Lagonoy,Camarines Sur
LBM,CAS,Libmanan,Camarines Sur
LPI,CAS,Lupi,Camarines Sur
MRO,CAS,Magarao,Camarines Sur
MLR,CAS,Milaor,Camarines Sur
MNC,CAS,Minalabac,Camarines Sur
NBA,CAS,Nabua,Camarines Sur
OCM,CAS,Ocampo,Camarines Sur
PMP,CAS,Pamplona,Camarines Sur
PSC,CAS,Pasacao,Camarines Sur
PLI,CAS,Pili,Camarines Sur
PRT,CAS,Presentacion,Camarines Sur
RGY,CAS,Ragay,Camarines Sur
SGÑ,CAS,Sagñay,Camarines Sur
SNFN,CAS,San Fernando,Camarines Sur
SNJS,CAS,San Jose,Camarines Sur
SPC,CAS,Sipocot,Camarines Sur
SRM,CAS,Siruma,Camarines Sur
TGA,CAS,Tigaon,Camarines Sur
TNM,CAS,Tinambac,Camarines Sur
CTR,CAM,Catarman,Camiguin
GSB,CAM,Guinsiliban,Camiguin
MHN,CAM,Mahinog,Camiguin
MAJ,CAM,Mambajao,Camiguin
SGY,CAM,Sagay,Camiguin
RXS,CAP,Roxas,Capiz
CUA,CAP,Cuartero,Capiz
DAO,CAP,Dao,Capiz
DUM,CAP,Dumalag,Capiz
DMA,CAP,Dumarao,Capiz
IVS,CAP,Ivisan,Capiz
JMN,CAP,Jamindan,Capiz
MYN,CAP,Maayon,Capiz
MBS,CAP,Mambusao,Capiz
PNY,CAP,Panay,Capiz
PNT,CAP,Panitan,Capiz
PLR,CAP,Pilar,Capiz
PTV,CAP,Pontevedra,Capiz
PRX,CAP,President Roxas,Capiz
SPN,CAP,Sapian,Capiz
SGM,CAP,Sigma,Capiz
TPZ,CAP,Tapaz,Capiz
BGM,CAT,Bagamanoc,Catanduanes
BRS,CAT,Baras,Catanduanes
BTO,CAT,Bato,Catanduanes
CMR,CAT,Caramoran,Catanduanes
GGM,CAT,Gigmoto,Catanduanes
PND,CAT,Pandan,Catanduanes
PNN,CAT,Panganiban,Catanduanes
SNAD,CAT,San Andres,Catanduanes
SNMG,CAT,San Miguel,Catanduanes
VGA,CAT,Viga,Catanduanes
VRC,CAT,Virac,Catanduanes
BCR,CAV,Bacoor,Cavite
CVT,CAV,Cavite,Cavite
DSM,CAV,Dasmariñas,Cavite
GTR,CAV,General Trias,Cavite
IMS,CAV,Imus,Cavite
TGT,CAV,Tagaytay,Cavite
TMR,CAV,Trece Martires,Cavite
ALF,CAV,Alfonso,Cavite
AMD,CAV,Amadeo,Cavite
CRM,CAV,Carmona,Cavite
GMA,CAV,General Mariano Alvarez,Cavite
GEA,CAV,General Emilio Aguinaldo,Cavite
IND,CAV,Indang,Cavite
KWT,CAV,Kawit,Cavite
MGS,CAV,Magallanes,Cavite
MRD,CAV,Maragondon,Cavite
MEN,CAV,Mendez,Cavite
NAC,CAV,Naic,Cavite
NOV,CAV,Noveleta,Cavite
RSR,CAV,Rosario,Cavite
SIL,CAV,Silang,Cavite
TNZ,CAV,Tanza,Cavite
TER,CAV,Ternate,Cavite
BOG,CEB,Bogo,Cebu
CEB,CEB,Cebu ,Cebu
CRC,CEB,Carcar,Cebu
DNO,CEB,Danao,Cebu
LPU,CEB,Lapu-Lapu,Cebu
MAN,CEB,Mandaue,Cebu
NAG,CEB,Naga,Cebu
TSY,CEB,Talisay,Cebu
TLD,CEB,Toledo,Cebu
ACT,CEB,Alcantara,Cebu
ALY,CEB,Alcoy,Cebu
ALG,CEB,Alegria,Cebu
ALO,CEB,Aloguinsan,Cebu
ARG,CEB,Argao,Cebu
AST,CEB,Asturias,Cebu
BAD,CEB,Badian,Cebu
BLM,CEB,Balamban,Cebu
BTY,CEB,Bantayan,Cebu
BRL,CEB,Barili,Cebu
BLJ,CEB,Boljoon,Cebu
BRB,CEB,Borbon,Cebu
CMN,CEB,Carmen,Cebu
CTM,CEB,Catmon,Cebu
CMP,CEB,Compostela,Cebu
CNS,CEB,Consolacion,Cebu
CDB,CEB,Cordoba,Cebu
DBT,CEB,Daanbantayan,Cebu
DLT,CEB,Dalaguete,Cebu
DMJ,CEB,Dumanjug,Cebu
GNT,CEB,Ginatilan,Cebu
LLN,CEB,Liloan,Cebu
MJS,CEB,Madridejos,Cebu
MBC,CEB,Malabuyoc,Cebu
MED,CEB,Medellin,Cebu
MIN,CEB,Minglanilla,Cebu
MOA,CEB,Moalboal,Cebu
OSL,CEB,Oslob,Cebu
PLR,CEB,Pilar,Cebu
PNJ,CEB,Pinamungajan,Cebu
PRO,CEB,Poro,Cebu
RND,CEB,Ronda,Cebu
SMB,CEB,Samboan,Cebu
SNFN,CEB,San Fernando,Cebu
SNFR,CEB,San Francisco,Cebu
SNRM,CEB,San Remigio,Cebu
STFE,CEB,Santa Fe,Cebu
SDR,CEB,Santander,Cebu
SBG,CEB,Sibonga,Cebu
SOG,CEB,Sogod,Cebu
TGN,CEB,Tabogon,Cebu
TAB,CEB,Tabuelan,Cebu
TBR,CEB,Tuburan,Cebu
TDL,CEB,Tudela,Cebu
CMP,COM,Compostela,Compostela Valley
LAK,COM,Laak,Compostela Valley
MBN,COM,Mabini,Compostela Valley
MCO,COM,Maco,Compostela Valley
MRS,COM,Maragusan,Compostela Valley
MWB,COM,Mawab,Compostela Valley
MKY,COM,Monkayo,Compostela Valley
MTV,COM,Montevista,Compostela Valley
NBN,COM,Nabunturan,Compostela Valley
NBT,COM,New Bataan,Compostela Valley
PKN,COM,Pantukan,Compostela Valley
KDP,NCO,Kidapawan,Cotabato
ALD,NCO,Alamada,Cotabato
ALS,NCO,Aleosan,Cotabato
ATP,NCO,Antipas,Cotabato
ARK,NCO,Arakan,Cotabato
BIL,NCO,Banisilan,Cotabato
CMN,NCO,Carmen,Cotabato
KBC,NCO,Kabacan,Cotabato
LBU,NCO,Libungan,Cotabato
MLA,NCO,M'lang,Cotabato
MGT,NCO,Magpet,Cotabato
MKL,NCO,Makilala,Cotabato
MTL,NCO,Matalam,Cotabato
MSP,NCO,Midsayap,Cotabato
PCW,NCO,Pigcawayan,Cotabato
PK,NCO,Pikit,Cotabato
PRX,NCO,President Roxas,Cotabato
TLN,NCO,Tulunan,Cotabato
PNB,DAV,Panabo,Davao del Norte
SML,DAV,Samal,Davao del Norte
TGM,DAV,Tagum,Davao del Norte
ASU,DAV,Asuncion,Davao del Norte
BED,DAV,Braulio E. Dujali,Davao del Norte
CMN,DAV,Carmen,Davao del Norte
KPL,DAV,Kapalong,Davao del Norte
NCR,DAV,New Corella,Davao del Norte
SNIS,DAV,San Isidro,Davao del Norte
STTM,DAV,Santo Tomas,Davao del Norte
TLI,DAV,Talaingod,Davao del Norte
DVO,DAS,Davao ,Davao del Sur
DGS,DAS,Digos,Davao del Sur
BNS,DAS,Bansalan,Davao del Sur
HGN,DAS,Hagonoy,Davao del Sur
KBL,DAS,Kiblawan,Davao del Sur
MGY,DAS,Magsaysay,Davao del Sur
MAG,DAS,Malalag,Davao del Sur
MAT,DAS,Matanao,Davao del Sur
PDD,DAS,Padada,Davao del Sur
STCR,DAS,Santa Cruz,Davao del Sur
SLP,DAS,Sulop,Davao del Sur
DMC,DVC,Don Marcelino,Davao Occidental
JAS,DVC,Jose Abad Santos,Davao Occidental
MLI,DVC,Malita,Davao Occidental
STMA,DVC,Santa Maria,Davao Occidental
SRN,DVC,Sarangani,Davao Occidental
MTI,DVR,Mati,Davao Oriental
BAG,DVR,Baganga,Davao Oriental
BNB,DVR,Banaybanay,Davao Oriental
BST,DVR,Boston,Davao Oriental
CRG,DVR,Caraga,Davao Oriental
CTL,DVR,Cateel,Davao Oriental
GGN,DVR,Governor Generoso,Davao Oriental
LPN,DVR,Lupon,Davao Oriental
MNY,DVR,Manay,Davao Oriental
SNIS,DVR,San Isidro,Davao Oriental
TRR,DVR,Tarragona,Davao Oriental
BSL,DIN,Basilisa (Rizal),Dinagat Islands
CGD,DIN,Cagdianao,Dinagat Islands
DNG,DIN,Dinagat,Dinagat Islands
LBJ,DIN,Libjo (Albor),Dinagat Islands
LRT,DIN,Loreto,Dinagat Islands
SNJS,DIN,San Jose,Dinagat Islands
TBJ,DIN,Tubajon,Dinagat Islands
BOR,EAS,Borongan,Eastern Samar
ART,EAS,Arteche,Eastern Samar
BGI,EAS,Balangiga,Eastern Samar
BLK,EAS,Balangkayan,Eastern Samar
CVD,EAS,Can-avid,Eastern Samar
DLR,EAS,Dolores,Eastern Samar
GMC,EAS,General MacArthur,Eastern Samar
GPL,EAS,Giporlos,Eastern Samar
GUI,EAS,Guiuan,Eastern Samar
HRN,EAS,Hernani,Eastern Samar
JPP,EAS,Jipapad,Eastern Samar
LWN,EAS,Lawaan,Eastern Samar
LLR,EAS,Llorente,Eastern Samar
MSL,EAS,Maslog,Eastern Samar
MYD,EAS,Maydolong,Eastern Samar
MRC,EAS,Mercedes,Eastern Samar
ORS,EAS,Oras,Eastern Samar
QNP,EAS,Quinapondan,Eastern Samar
SLC,EAS,Salcedo,Eastern Samar
SNJU,EAS,San Julian,Eastern Samar
SNPO,EAS,San Policarpo,Eastern Samar
SLT,EAS,Sulat,Eastern Samar
TFT,EAS,Taft,Eastern Samar
BNV,GUI,Buenavista,Guimaras
JRD,GUI,Jordan,Guimaras
NUV,GUI,Nueva Valencia,Guimaras
SLR,GUI,San Lorenzo,Guimaras
SIB,GUI,Sibunag,Guimaras
AGU,IFU,Aguinaldo,Ifugao
ALFL,IFU,Alfonso Lista,Ifugao
ASP,IFU,Asipulo,Ifugao
BNE,IFU,Banaue,Ifugao
HNY,IFU,Hingyon,Ifugao
HUN,IFU,Hungduan,Ifugao
KIA,IFU,Kiangan,Ifugao
LGW,IFU,Lagawe,Ifugao
LMT,IFU,Lamut,Ifugao
MYY,IFU,Mayoyao,Ifugao
TNC,IFU,Tinoc,Ifugao
BTC,ILN,Batac,Ilocos Norte
LOG,ILN,Laoag,Ilocos Norte
ADM,ILN,Adams,Ilocos Norte
BAC,ILN,Bacarra,Ilocos Norte
BDC,ILN,Badoc,Ilocos Norte
BUI,ILN,Bangui,Ilocos Norte
BNN,ILN,Banna,Ilocos Norte
BRG,ILN,Burgos,Ilocos Norte
CSI,ILN,Carasi,Ilocos Norte
CRR,ILN,Currimao,Ilocos Norte
DGR,ILN,Dingras,Ilocos Norte
DLN,ILN,Dumalneg,Ilocos Norte
MCS,ILN,Marcos,Ilocos Norte
NER,ILN,Nueva Era,Ilocos Norte
PGD,ILN,Pagudpud,Ilocos Norte
PAY,ILN,Paoay,Ilocos Norte
PSQ,ILN,Pasuquin,Ilocos Norte
PID,ILN,Piddig,Ilocos Norte
PNL,ILN,Pinili,Ilocos Norte
SNNC,ILN,San Nicolas,Ilocos Norte
SRR,ILN,Sarrat,Ilocos Norte
SLS,ILN,Solsona,Ilocos Norte
VNT,ILN,Vintar,Ilocos Norte
CDN,ILS,Candon,Ilocos Sur
VGN,ILS,Vigan,Ilocos Sur
ALL,ILS,Alilem,Ilocos Sur
BNY,ILS,Banayoyo,Ilocos Sur
BAN,ILS,Bantay,Ilocos Sur
BRG,ILS,Burgos,Ilocos Sur
CBU,ILS,Cabugao,Ilocos Sur
CAO,ILS,Caoayan,Ilocos Sur
CRV,ILS,Cervantes,Ilocos Sur
GLM,ILS,Galimuyod,Ilocos Sur
GDP,ILS,Gregorio del Pilar,Ilocos Sur
LDL,ILS,Lidlidda,Ilocos Sur
MSG,ILS,Magsingal,Ilocos Sur
NGB,ILS,Nagbukel,Ilocos Sur
NRV,ILS,Narvacan,Ilocos Sur
QRN,ILS,Quirino,Ilocos Sur
SLC,ILS,Salcedo,Ilocos Sur
SNEM,ILS,San Emilio,Ilocos Sur
SNES,ILS,San Esteban,Ilocos Sur
SNIL,ILS,San Ildefonso,Ilocos Sur
SNJU,ILS,San Juan,Ilocos Sur
SNVI,ILS,San Vicente,Ilocos Sur
STA,ILS,Santa,Ilocos Sur
STCT,ILS,Santa Catalina,Ilocos Sur
STCR,ILS,Santa Cruz,Ilocos Sur
STLC,ILS,Santa Lucia,Ilocos Sur
STMA,ILS,Santa Maria,Ilocos Sur
SNT,ILS,Santiago,Ilocos Sur
STDO,ILS,Santo Domingo,Ilocos Sur
SIG,ILS,Sigay,Ilocos Sur
SIT,ILS,Sinait,Ilocos Sur
SGP,ILS,Sugpon,Ilocos Sur
SYO,ILS,Suyo,Ilocos Sur
TGD,ILS,Tagudin,Ilocos Sur
ILO,ILI,Iloilo,Iloilo
PSS,ILI,Passi,Iloilo
AJY,ILI,Ajuy,Iloilo
AMO,ILI,Alimodian,Iloilo
ANL,ILI,Anilao,Iloilo
BDN,ILI,Badiangan,Iloilo
BLS,ILI,Balasan,Iloilo
BNA,ILI,Banate,Iloilo
BVO,ILI,Barotac Nuevo,Iloilo
BRV,ILI,Barotac Viejo,Iloilo
BTD,ILI,Batad,Iloilo
BGW,ILI,Bingawan,Iloilo
CBT,ILI,Cabatuan,Iloilo
CNG,ILI,Calinog,Iloilo
CRL,ILI,Carles,Iloilo
CPN,ILI,Concepcion,Iloilo
DGL,ILI,Dingle,Iloilo
DÑS,ILI,Dueñas,Iloilo
DMG,ILI,Dumangas,Iloilo
EST,ILI,Estancia,Iloilo
GMB,ILI,Guimbal,Iloilo
IGB,ILI,Igbaras,Iloilo
JNY,ILI,Janiuay,Iloilo
LNO,ILI,Lambunao,Iloilo
LEG,ILI,Leganes,Iloilo
LMR,ILI,Lemery,Iloilo
LEN,ILI,Leon,Iloilo
MAA,ILI,Maasin,Iloilo
MGO,ILI,Miagao,Iloilo
MNA,ILI,Mina,Iloilo
NLC,ILI,New Lucena,Iloilo
OTN,ILI,Oton,Iloilo
PVA,ILI,Pavia,Iloilo
PTT,ILI,Pototan,Iloilo
SNDN,ILI,San Dionisio,Iloilo
SNEN,ILI,San Enrique,Iloilo
SNJQ,ILI,San Joaquin,Iloilo
